# iteration				N = 1 :			 N = 2 :		    N = 10 : 		 N = 100 :
         143         0.16776        0.183244        0.342477        0.472986
         144        0.925993        0.605132        0.728527        0.549325
         145       0.0555937        0.168902         0.39201        0.501533
         146        0.200816        0.152582        0.477854        0.496709
         147        0.726481        0.666384        0.657316        0.488033
         148        0.777785        0.675685        0.516547         0.56179
         149        0.250095        0.203114        0.502691        0.442723
         150        0.929761         0.94714        0.678009        0.520247
         151        0.896932        0.464062        0.444918        0.474262
         152       0.0441701        0.410049        0.481677        0.547618
         153        0.133606        0.313338        0.590748        0.510784
         154        0.657069        0.815098        0.618271        0.508405
         155        0.438768        0.339286        0.349673        0.460084
         156        0.582821        0.473214        0.506826        0.489511
         157        0.266483        0.395118        0.437386        0.484794
         158        0.855868        0.593785         0.45567        0.464124
         159        0.810076        0.696972        0.512695        0.497621
         160        0.371024        0.455888        0.574425        0.568834
         161        0.733144        0.506145        0.592963        0.485936
         162        0.466114        0.312301        0.573898        0.518526
         163        0.735588        0.762055        0.570528        0.504229
         164        0.235723        0.453422        0.455604        0.510283
         165        0.711194        0.747372        0.504873        0.507157
         166       0.0972338        0.260564        0.332511        0.479268
         167        0.329463        0.456575        0.492672        0.525136
         168       0.0502455        0.355439        0.637396        0.506269
         169        0.138085        0.304039        0.520182        0.448636
         170        0.177912        0.104981        0.465115        0.528302
         171        0.733563        0.647615        0.479795         0.51658
         172        0.233632        0.268019        0.459861        0.520398
         173        0.186254        0.318489        0.584893        0.468433
         174        0.638958        0.472626         0.49839        0.438413
         175        0.732175        0.437961        0.544523        0.468819
         176        0.888523        0.490342        0.534991        0.499414
         177        0.757664        0.766641        0.561719        0.517704
         178        0.215188        0.425801        0.563849        0.547917
         179        0.304114        0.171362        0.496667        0.498395
         180        0.413533        0.467632        0.419284        0.432985
         181        0.708694        0.510009        0.388238        0.469855
         182        0.952272        0.748852         0.57419        0.512877
         183        0.573133        0.324265        0.654768        0.449011
         184         0.92604        0.642313        0.511847        0.500707
         185        0.016313        0.195124          0.3973        0.432993
         186      0.00446572        0.469115        0.436124        0.476236
         187        0.117595          0.4559        0.405843        0.500415
         188        0.331349        0.625218         0.54992        0.495698
         189        0.596475        0.672245        0.621571        0.505077
         190        0.309178        0.533868        0.471558         0.48322
         191        0.100326        0.388591        0.435188         0.49465
         192        0.374152        0.608749        0.573676        0.474162
         193        0.985675        0.605238        0.604075        0.531124
         194        0.224305        0.565164        0.618992          0.5624
         195        0.179606        0.290163        0.548133        0.479061
         196        0.508218        0.443853        0.532195        0.500288
         197        0.596598        0.444484        0.636623        0.591846
         198        0.714271        0.614422        0.587026         0.49178
         199        0.662217        0.830325        0.505612        0.485415
         200        0.920267        0.802696        0.602469        0.505873
         201        0.758811        0.434706        0.447996        0.463104
         202        0.170714        0.338645        0.431835        0.489295
         203        0.859498        0.582903        0.295425        0.474524
         204        0.543952        0.348895        0.493316        0.494035
         205         0.25541        0.329577        0.363759        0.505548
         206        0.453749        0.520145        0.430497         0.53708
         207         0.10734        0.345802        0.361077        0.505745
         208        0.399894        0.337205        0.606088         0.51639
         209        0.566597        0.484996        0.359577        0.523808
         210        0.239756        0.351653        0.422045        0.488903
         211         0.41106        0.550557        0.610044        0.540717
         212       0.0976958       0.0645186        0.524038        0.523071
         213        0.531085        0.502896        0.529923        0.504637
         214        0.261615        0.408679        0.488115        0.520117
         215        0.176087        0.433369        0.523374        0.530734
         216        0.835894        0.594057         0.60222         0.49497
         217        0.636302         0.59747        0.494024        0.453344
         218        0.527344        0.731005        0.445077        0.449522
         219        0.985403        0.639487        0.488471        0.537106
         220        0.735761        0.674635        0.529813        0.467565
         221        0.648305        0.355674        0.560958        0.457934
         222         0.10306        0.435186        0.419505        0.532512
         223        0.884678        0.932811        0.576953        0.513897
         224        0.844913        0.776863        0.536715        0.515712
         225        0.792361        0.563905         0.37574         0.53029
         226        0.546216        0.279929         0.47888        0.494862
         227        0.136024        0.182599        0.389448        0.482415
         228        0.646655        0.668174        0.516315        0.478791
         229         0.19512        0.272708        0.368301        0.503802
         230        0.575038        0.606229        0.489387        0.446556
         231        0.901323        0.799151        0.389216        0.516815
         232           0.411        0.448537        0.436293        0.455552
         233        0.799326        0.771393        0.327213        0.436805
         234       0.0601076       0.0741363        0.472695        0.455016
         235        0.816055        0.790332        0.646453         0.52021
         236        0.223298        0.468748        0.409335        0.438068
         237        0.461998        0.644448        0.520052        0.561195
         238        0.924027        0.618029        0.533572        0.487109
         239        0.914565        0.610834        0.515177        0.520651
         240       0.0264176       0.0531525        0.295635        0.504144
         241        0.447016        0.581608        0.382265        0.465617
         242       0.0351025       0.0422667        0.230241        0.469308
         243         0.86771        0.476025        0.464547        0.486354
         244        0.512418        0.448695        0.509056        0.487576
         245       0.0230643        0.113459        0.396416        0.522581
         246        0.680979        0.679099        0.559323        0.525389
         247         0.99382        0.812278        0.486503         0.53955
         248        0.199636        0.422161        0.598836        0.495617
         249        0.377845         0.44446         0.58369        0.538888
         250        0.708178        0.530706        0.627263        0.461017
         251      0.00391144       0.0156556        0.401604        0.448336
         252        0.531146        0.427485        0.478696        0.463046
         253        0.559526         0.55525        0.529526        0.498746
         254        0.913455        0.817245          0.5801        0.514631
         255        0.942095        0.690804        0.484926        0.475899
         256        0.330516        0.264999        0.475243        0.482195
         257        0.656341        0.746113        0.465257        0.488946
         258        0.772934        0.852779        0.463464        0.493967
         259        0.282105        0.541962        0.433911        0.486481
         260        0.450794         0.65451        0.567534        0.498323
         261        0.925286        0.793489        0.527634        0.485467
         262       0.0949472        0.170956        0.384674        0.457621
         263        0.640899        0.587936        0.400029        0.557477
         264        0.952681        0.644059        0.489668        0.529706
         265       0.0808542        0.391385        0.418096        0.520902
         266        0.682511        0.822325        0.548808        0.511006
         267       0.0702622        0.372928        0.506139        0.527026
         268        0.647811        0.776253        0.568307        0.511813
         269         0.45474        0.549586        0.483684         0.47206
         270        0.591394        0.765154        0.340621        0.526103
         271        0.387343        0.345086        0.471412        0.476472
         272        0.343076        0.434042        0.466967        0.484958
         273         0.23745        0.120518         0.44145        0.457135
         274       0.0696932        0.271633        0.624196        0.504349
         275        0.505076        0.574655        0.465701         0.48708
         276        0.621945        0.787815        0.508983        0.504789
         277        0.512767        0.626653        0.468252        0.451807
         278        0.764875        0.771328        0.532183        0.492068
         279        0.223417        0.483603        0.415229        0.480372
         280        0.498708        0.265684        0.451004        0.474992
         281        0.295991        0.560327        0.577808        0.523655
         282        0.284203        0.553768        0.616524        0.517799
         283        0.442332        0.258597         0.58147        0.541455
         284        0.781576         0.46884        0.578905        0.531591
         285        0.286906         0.32784         0.60687        0.504255
         286        0.694501        0.752042        0.432515        0.490906
         287        0.257473        0.619202        0.635099        0.544736
         288        0.480587        0.453854        0.497984         0.47821
         289        0.548405        0.509724        0.532416        0.498339
         290        0.047181       0.0292655        0.428109        0.490845
         291        0.899483        0.613182        0.646885         0.49137
         292       0.0962444        0.303794        0.389319        0.491683
         293        0.821714        0.609043        0.641715         0.49939
         294        0.514483        0.389817        0.510299        0.506449
         295        0.977874        0.610771          0.5174        0.507839
         296        0.124838        0.410032        0.404166        0.487377
         297        0.689144        0.459611        0.377153        0.521046
         298        0.222852        0.537195        0.360494        0.464634
         299        0.990394          0.6698        0.367425        0.475031
         300        0.616365        0.386631        0.468267        0.503602
         301        0.295322        0.465991        0.477683        0.573689
         302        0.369398        0.200385        0.470732        0.557871
         303        0.558848        0.443545        0.410925        0.487185
         304        0.121016        0.539159        0.567944          0.5945
         305        0.837825        0.847159        0.538792        0.475601
         306         0.70738        0.850608        0.572626        0.459818
         307        0.352288        0.303172        0.432459        0.500092
         308        0.860131        0.809835        0.489859        0.540764
         309        0.538167        0.555705        0.512833        0.558043
         310        0.986636        0.730324        0.530899         0.53848
         311        0.158522        0.346663        0.590924        0.537908
         312        0.457599        0.620862        0.586308        0.537581
         313        0.304064        0.544448         0.47163         0.49366
         314        0.434914        0.616361        0.573409        0.486273
         315        0.064875        0.466088        0.271472        0.427981
         316       0.0676007        0.037827        0.337926        0.499163
         317        0.793924        0.552333        0.553201        0.497557
         318        0.866034        0.739063        0.429507        0.476371
         319        0.209141        0.145098        0.407516        0.503035
         320        0.234669        0.175053        0.385682        0.519246
         321       0.0944941       0.0814947        0.414494        0.520447
         322        0.500814        0.279302        0.448634          0.4747
         323       0.0616636        0.158525        0.394664         0.54011
         324        0.321975        0.264756        0.404036        0.456931
         325         0.72261        0.737358        0.612002        0.523226
         326        0.086704        0.365264        0.371007        0.476967
         327         0.69948        0.845955        0.518479         0.49563
         328        0.843789        0.811908         0.68713        0.517243
         329        0.161972        0.103649        0.432128        0.492364
         330        0.402068        0.490846        0.422284        0.480092
         331       0.0334686         0.13114        0.317929        0.485953
         332        0.538063        0.756662        0.719896         0.52578
         333        0.645894        0.324189        0.593193        0.495482
         334         0.73104         0.77758         0.50408         0.50742
         335         0.44944        0.459155         0.40641        0.462815
         336        0.515052        0.566218        0.505944        0.496827
         337        0.396971        0.563364         0.44094        0.476482
         338        0.394902        0.501917        0.552208        0.517084
         339          0.8241        0.823133        0.472204        0.483003
         340        0.317932        0.178014        0.524122        0.504318
         341       0.0345783        0.517114        0.459422        0.509623
         342         0.92592        0.809785         0.43451        0.512902
         343        0.376835        0.552488        0.480265        0.511663
         344        0.231334        0.216108        0.485601        0.435008
         345        0.361167        0.646348        0.519145        0.501899
         346        0.969568        0.540266        0.460179        0.497173
         347        0.318243        0.534487        0.497192        0.498603
         348        0.673749        0.402624        0.363387        0.483239
         349        0.238275        0.304638        0.484344        0.513109
         350        0.501091        0.580284        0.472416         0.42476
         351        0.756361         0.54104        0.461273        0.496966
         352      0.00972463       0.0861466        0.466102        0.526679
         353          0.7632        0.432082        0.501263        0.512981
         354        0.442326         0.67217        0.396322        0.447816
         355         0.82152        0.832592        0.619468        0.523654
         356        0.617806        0.308933        0.327944        0.452389
         357        0.457269        0.487194        0.689317        0.564738
         358        0.264741        0.595989        0.413879        0.510553
         359        0.470759        0.710996        0.553219        0.510876
         360        0.550147        0.334814        0.586675        0.462623
         361        0.676639         0.78872        0.457007        0.534472
         362        0.664609        0.648495        0.437916        0.453401
         363         0.93275        0.693226        0.414947        0.468192
         364        0.619734        0.559674        0.621523        0.529705
         365        0.956571        0.939226        0.564471        0.525699
         366        0.896265        0.840584        0.556922        0.455959
         367        0.254158        0.477822        0.397116        0.494429
         368        0.251166        0.226358         0.52287        0.529386
         369        0.500119        0.502361        0.454535        0.508482
         370        0.849383        0.735145        0.622576        0.518092
         371        0.908383        0.875929        0.555744        0.518849
         372        0.930908        0.865914        0.565605        0.492031
         373        0.522152         0.60565        0.474151        0.502489
         374        0.456207        0.347149        0.351887        0.468561
         375        0.927613        0.878816        0.610234        0.490935
         376        0.592985        0.387016         0.55801        0.481033
         377        0.659676        0.640698        0.408085        0.473352
         378        0.514682        0.527881        0.515802        0.520556
         379        0.519135         0.53374        0.541391         0.48818
         380         0.77603        0.735462        0.638065         0.49781
         381        0.159368        0.232688         0.44674        0.501722
         382        0.513403        0.755172        0.586167        0.543506
         383        0.626828        0.800038        0.509518        0.471245
         384         0.88763        0.545616         0.48903        0.482776
         385       0.0532674        0.151036        0.409982        0.474384
         386        0.544347        0.751513        0.512911        0.570551
         387        0.398797        0.557315        0.514444         0.50587
         388        0.411913        0.705662          0.5462        0.471647
         389       0.0335751        0.333081         0.54885        0.526798
         390          0.8893        0.851928        0.503328        0.521035
         391       0.0220609        0.437612        0.519377        0.490899
         392        0.396315        0.258556        0.466687        0.446473
         393        0.237474        0.192694        0.647017        0.506463
         394        0.365935        0.543471         0.57534        0.507406
         395        0.885246        0.653418        0.660452        0.521816
         396       0.0534422       0.0605501        0.334123        0.460751
         397        0.652931        0.385668         0.54389        0.466455
         398       0.0194682       0.0982365        0.456599        0.485899
         399        0.530225        0.493409        0.563843        0.489142
         400        0.814006         0.61915        0.570144        0.538012
         401          0.3564        0.203775        0.301206        0.498536
         402        0.245831        0.221747        0.401325        0.450365
         403        0.353629        0.657787        0.492316        0.491085
         404        0.666725        0.532399        0.424538        0.543249
         405        0.293378        0.269353        0.535016        0.505191
         406        0.932302        0.638595        0.596736        0.498639
         407        0.519173        0.605093        0.343111        0.509816
         408        0.121164        0.451354         0.41593        0.456559
         409        0.812747        0.702315        0.634922        0.529978
         410        0.701533         0.53722        0.630955        0.480805
         411       0.0417445       0.0823733        0.519006        0.490739
         412        0.629432        0.487626        0.394883         0.44838
         413        0.665824        0.431436        0.392446        0.485568
         414        0.844903        0.795685        0.594267        0.488745
         415        0.504168         0.51056        0.494455        0.534133
         416        0.802679        0.487869        0.401276         0.50569
         417        0.681091        0.821805        0.460401        0.508832
         418       0.0311413        0.410344        0.385599        0.486338
         419         0.36761        0.396963        0.298668        0.468548
         420        0.258328        0.597085        0.487858        0.558555
         421          0.8255         0.79032        0.465153        0.482384
         422        0.376157        0.549252        0.696104        0.569693
         423        0.336542        0.446731        0.537511        0.505314
         424        0.433988        0.532618        0.681824        0.496388
         425        0.863333        0.581087        0.493624        0.491915
         426        0.960017        0.652219        0.541711         0.49678
         427        0.739212        0.545161        0.576096        0.483564
         428        0.203977        0.490726        0.556318        0.433302
         429        0.323514        0.372605         0.37694        0.448724
         430        0.376993        0.499363        0.416536         0.49585
         431        0.384548        0.282738        0.603944        0.505111
         432        0.634387        0.607589        0.483711        0.541928
         433        0.986347        0.888627        0.492574        0.466809
         434        0.404642         0.67004        0.539009        0.481998
         435        0.856449        0.694765        0.604584        0.508586
         436        0.712652        0.396636        0.542548        0.505079
         437        0.600588        0.684538        0.506878        0.543885
         438        0.377831        0.314042        0.462599        0.501264
         439        0.706388        0.387477        0.451483        0.492196
         440        0.387525        0.584069        0.550031        0.474625
         441        0.041809        0.281165        0.379867        0.505724
         442        0.353661         0.65691        0.623026        0.561632
         443        0.505261        0.722499        0.452152        0.544481
         444        0.755424        0.764451        0.591911        0.506965
         445        0.622981        0.317855        0.654131        0.503172
         446        0.653221         0.66127        0.493809        0.510315
         447         0.21544        0.231533        0.362338        0.482436
         448        0.729084        0.798241         0.42167        0.524464
         449        0.768217        0.396734        0.549761        0.491233
         450         0.86611        0.766036        0.522045        0.526689
         451        0.843942        0.433136        0.492144        0.496397
         452       0.0244329        0.373145        0.500867        0.522227
         453        0.760606        0.789987        0.487146        0.519581
         454        0.903665        0.625375        0.616287        0.460258
         455        0.837668        0.723486        0.625983        0.541033
         456        0.801655        0.651159        0.552514        0.519602
         457        0.775096         0.68206        0.459535        0.533888
         458        0.186835        0.269302        0.558396        0.493022
         459        0.181646        0.512985        0.478208        0.511844
         460        0.796358        0.423189        0.599374        0.515758
         461        0.907328        0.618647        0.677224        0.517339
         462         0.55463        0.607782        0.611244        0.555627
         463        0.661214        0.780592        0.506325        0.506539
         464        0.276793          0.1931        0.459035        0.508747
         465        0.409396        0.334334        0.605248        0.501701
         466        0.979097        0.700209        0.594137        0.566667
         467        0.249077        0.217758        0.403642        0.490645
         468        0.663065        0.613096        0.367658        0.467392
         469        0.843449        0.630789        0.516464        0.457335
         470        0.672744        0.712147        0.597848        0.514518
         471       0.0781877        0.133831        0.293237        0.476757
         472        0.144263        0.192287        0.504252        0.515409
         473         0.36407        0.477356        0.481871        0.501513
         474        0.674363        0.481195         0.41111        0.521072
         475        0.961369        0.794814        0.545122        0.536772
         476        0.129452        0.200328        0.487364        0.497099
         477        0.840388        0.505943        0.520084        0.494422
         478        0.499183        0.613865         0.53047        0.496754
         479        0.918638        0.867343        0.538473        0.486505
         480        0.868473        0.687995        0.616063         0.55403
         481        0.028843       0.0720635        0.627791        0.412228
         482        0.939289        0.535333        0.525366        0.536191
         483        0.673149        0.639771        0.490803        0.542049
         484       0.0784687       0.0465878        0.427074        0.492044
         485        0.507544        0.553926        0.513112        0.486582
         486        0.600248        0.413952        0.630295        0.533913
         487         0.57671        0.692224        0.475957        0.517259
         488        0.912095         0.52802        0.539959        0.477988
         489        0.583171        0.561424        0.353696        0.479924
         490        0.259882        0.382395         0.53597        0.479455
         491        0.925793        0.687501        0.552794        0.501735
         492        0.103335         0.14748        0.462206        0.525533
         493         0.88134        0.726925        0.601461        0.505986
         494         0.63512          0.4773        0.451314        0.451241
         495        0.128994         0.45471        0.426445        0.508675
         496        0.626872        0.390535        0.626105        0.519469
         497        0.831383        0.749711        0.555831        0.494844
         498        0.642863        0.719301        0.508183         0.51862
         499        0.686865        0.537493        0.564008        0.521979
         500        0.706943         0.64655        0.529289        0.567826
         501        0.756468         0.86596        0.527364        0.521915
         502        0.740815         0.75531        0.580692        0.521435
         503        0.445061        0.378731        0.486564        0.461978
         504        0.511617        0.290311        0.450804        0.501227
         505        0.780013        0.416147        0.513627        0.550256
         506        0.434201        0.484934        0.491011        0.506489
         507       0.0817473        0.313597        0.459387        0.489152
         508        0.368444        0.333698        0.514606        0.548826
         509         0.25931        0.181716        0.409205        0.505557
         510        0.534317        0.592897         0.27351        0.460301
         511        0.290185        0.542835        0.602222        0.545234
         512        0.837391        0.569322        0.472328        0.490209
         513        0.957319        0.662931        0.571714        0.513189
         514         0.25485        0.409339        0.469135        0.477506
         515        0.617455        0.758138        0.541504        0.511052
         516        0.477028        0.627964        0.577222        0.542647
         517        0.663552        0.469753        0.465702        0.526687
         518        0.731902        0.519877        0.521877        0.554291
         519        0.420247        0.591497          0.7264        0.500495
         520        0.639879        0.371717         0.52113        0.493056
         521        0.474992        0.497633        0.606296        0.467049
         522       0.0536615       0.0472892        0.449217        0.506231
         523        0.898641        0.560407         0.53054        0.489984
         524        0.132888        0.544693        0.506375        0.524054
         525        0.447985        0.560093        0.524485        0.462213
         526         0.38565        0.526716        0.358425        0.489909
         527        0.668842        0.680793        0.461316        0.492811
         528       0.0789413        0.103173        0.524429        0.523484
         529        0.832044        0.649968        0.475912        0.446103
         530        0.277492         0.29623        0.480576        0.567685
         531        0.835784        0.419532         0.49863        0.487721
         532        0.815367        0.647076        0.513254        0.446778
         533        0.596492        0.501181        0.615037        0.476602
         534        0.737141         0.82467        0.594174        0.524998
         535       0.0265553        0.158459        0.384957         0.49113
         536        0.165367         0.37462        0.465171        0.501536
         537        0.460897         0.62294        0.456567        0.541843
         538        0.158495        0.398601        0.310242        0.459571
         539         0.34557        0.341712        0.588594        0.522329
         540        0.918306        0.482056        0.557145        0.473704
         541        0.140223        0.478213        0.446011         0.48418
         542        0.688347        0.590285        0.490773        0.501897
         543        0.712438        0.478314        0.461996        0.501065
         544        0.854802         0.43034        0.475359        0.504709
         545       0.0156457         0.47837        0.561239        0.481222
         546        0.118602        0.428527        0.572389        0.486373
         547        0.543457        0.671839        0.517033        0.496875
         548        0.152561        0.500624        0.505949        0.488942
         549        0.941959        0.965857        0.466929        0.463306
         550          0.8897        0.694283        0.367117        0.482476
         551        0.237668        0.349068        0.539083        0.509535
         552        0.508871        0.560444        0.463771        0.440957
         553        0.402519        0.356789         0.34376        0.466769
         554        0.291186        0.262891         0.51213        0.495326
         555        0.428426        0.359484        0.561807        0.530011
         556        0.815725        0.462474        0.431088        0.481762
         557         0.72266        0.615326        0.514247        0.522423
         558        0.445356        0.414818        0.540337        0.515046
         559        0.461394        0.617498        0.524501        0.471286
         560        0.723484        0.497723        0.478038        0.493571
         561        0.552519        0.731712        0.487073        0.498573
         562        0.159923        0.536776        0.443704        0.504262
         563       0.0599286         0.45927        0.633885        0.508426
         564        0.929028         0.82505        0.436769        0.472411
         565        0.330206        0.375849        0.441804        0.477984
         566        0.235642        0.135107        0.501168        0.493142
         567        0.638773        0.386006        0.452212        0.477283
         568        0.524335        0.298873        0.401106         0.50793
         569        0.936258        0.898286        0.475864        0.518147
         570        0.314827        0.583285        0.543027        0.511333
         571        0.227007        0.365607        0.433571        0.471181
         572        0.241423         0.61695        0.523636        0.489807
         573         0.25032        0.350496        0.635635        0.504246
         574        0.856696        0.525436        0.523687        0.496183
         575        0.461189        0.364541        0.430262        0.464983
         576        0.929584        0.710096        0.682073        0.520128
         577        0.820975        0.696311        0.553569        0.504165
         578        0.325488        0.357733        0.474619        0.496608
         579        0.609617        0.781812        0.791105        0.505909
         580        0.100867        0.295722        0.486793        0.521099
         581        0.359681        0.386397        0.613173        0.544952
         582        0.177285        0.209546        0.409433        0.522004
         583       0.0886678        0.456908        0.273577         0.50047
         584        0.879726        0.517073        0.401398         0.46748
