# iteration				N = 1 :			 N = 2 :		    N = 10 : 		 N = 100 :
          60        -13.9237        -6.42647        -1.33734        -2.89446
          61         0.90255        0.471919        0.424227         1.06957
          62      -0.0386563     -0.00929426         -3.9264       -0.765174
          63       -0.461933       -0.428668        -6.48617         1.15492
          64         15.7345          8.5688         2.11172       0.0795763
          65      0.00171854       -0.132673        -1.01721         1.57908
          66        0.165293        0.883088        -2.28232         -1.4734
          67         -38.746        -17.6834         -4.9919        0.413285
          68        -1.09672        -1.02085       -0.116672        0.525648
          69         1.42232         7.74345        0.705178         3.30602
          70       0.0657757       -0.919626       -0.387689       -0.139479
          71       0.0994558         0.42906         1.36198         1.29417
          72        -1.99871       -0.604957        -4.27938        -1.14649
          73       -0.243864       -0.938061        -1.04739         25.4933
          74       0.0410551         1.19381       0.0520033        0.085947
          75         20.3427         9.70575         13.6383        -0.39707
          76        0.717831         12.8228         6.44986         2.18111
          77        -1.10572       -0.954934        -0.93747        -1.47129
          78       -0.621171       -0.605117       -0.543957         1.99293
          79        -3.60006        -1.87363        -1.44302          1.5479
          80        -1.06255        -2.54637       0.0290259        0.189602
          81        0.761733        0.731977        0.850144        0.685125
          82       -0.228762        -1.04197        0.228455       -0.512544
          83        0.366949        0.545957         2.72899       -0.488632
          84       -0.463979        0.148485       -0.281785       -0.540744
          85        0.689612        -40.5859        -8.29315        -1.21454
          86        0.374371         2.42639        0.442875      -0.0213217
          87       -0.387969      -0.0864849       0.0083209       -0.209222
          88      -0.0266309         1.79898       0.0574145       0.0996852
          89        0.946599        0.746902         7.43689         2.32147
          90        -3.20202        -1.77519        -5.62317        -1.01774
          91       -0.449877         1.12562         1.96967        0.846164
          92       -0.371082      -0.0883624      -0.0116585         1.92372
          93        0.935329         2.48517          20.138        0.632706
          94       0.0941991         1.11801       -0.200175       -0.571547
          95         3.02483         2.83135         1.29626       -0.808302
          96        -2.30297        -2.02384         15.7903       -0.227256
          97        -3.32754        -1.78183     -0.00729686        -0.58996
          98         1.20079         4.00299         -2.5409         8.78607
          99        0.104333       -0.188097        -7.02387       -0.520879
         100         1.14695         4.22858         0.51738        -0.92524
         101        -1.08443        -2.09503       -0.943428         5.19518
         102         1.78589         0.57299        -1.45601       -0.597806
         103       0.0585125         -0.1025        0.707891        0.523685
         104        -1.02215       -0.435641       -0.594733       0.0960499
         105        0.820435        0.864529       -0.554118        -0.40475
         106         1.20835        0.578881        -9.86279         0.87588
         107       -0.241557        0.714643        0.114086       -0.795179
         108        0.748615       -0.790263        -5.67199        -7.45462
         109        0.369267          5.9234         1.41727        0.829885
         110        -2.40525        -1.22135        0.100294       -0.421986
         111         3.65521         1.74539        0.503912         8.34633
         112         2.55208         1.40158        0.597046        -3.12328
         113       0.0938142         4.95855         0.53358        0.497322
         114     -0.00346074       -0.091302        0.775364        -1.20279
         115        -1.57596      0.00371438         8.54003         1.43756
         116        0.483671       0.0512247         26.1233       -0.127442
         117         12.4512          6.2658         1.33804       0.0358881
         118         11.0789         5.84313          2.1436          3.8565
         119        -9.66706        -4.96197         -1.4952         -1.0364
         120        -0.52894        0.360034         27.9964         3.37815
         121        -0.68641         4.43811      -0.0512712         14.7209
         122         8.36718         4.30628         1.42684         1.00376
         123        -1.56765       -0.652401        -1.19498       -0.330968
         124        -2.46946        -8.88193        -2.34831       -0.681315
         125        -3.87998         -1.9322        -24.2359          39.488
         126         -3.5937       -0.714024          3.8941         4744.51
         127        0.621355        0.552529        -1.50682        0.753555
         128         1.08904        -1.12803       -0.149176         12.6019
         129         13.6163         6.65262         1.65743        0.466318
         130         1.69168        0.512673       -0.363547        -5.42026
         131        -5.09399        -2.87832       -0.497241        -18.9358
         132       -0.802193         1.96969         6.72325       -0.166105
         133        -1.88523       -0.596761        -2.64934       -0.462666
         134       -0.205016        0.292715        0.615995       -0.145851
         135        -1.37534     -0.00427409       -0.396746       0.0997602
         136         1.91228        0.773991       0.0703269       -0.185023
         137        -1.24859       -0.244854        -1.75038        -23.2439
         138         2.55214       -0.278039       -0.457245       -0.811676
         139       -0.612607       0.0716281        0.637477      -0.0300403
         140        -2.09813        0.414896        0.778814         10.7928
         141        0.199836       -0.451698      -0.0868082        0.697302
         142       -0.568745         6.88246         3.49715         363.469
         143       -0.764701       -0.889113         15.4629         1.13846
         144         2.70739        0.921839         1.15774      -0.0198003
         145       -0.209016      -0.0449621         -2.1269         5.58104
         146         11.4784         6.01158        0.485661         1.33768
         147         0.17668        0.668436         1.86932        -2.08714
         148        0.184531        0.117422          13.457        -1.68181
         149       -0.605873        -7.41112        -1.47833       -0.179588
         150       0.0850651        -0.20683       -0.781431         -1.4833
         151          2.3443        0.169247       0.0688199        -27.9772
         152         22.4465         20.1166          8.8547         2.40049
         153        -3.10521       -0.701824        0.602675      -0.0203194
         154      -0.0745198       -0.809901        -1.48338        -1.93731
         155        -1.07754         115.035         21.5759         6.88864
         156         9.37176         6.04057        0.862302         0.30097
         157       0.0133361        -1.12849        -2.59001       -0.241102
         158        -1.15463      -0.0556857         0.32996       -0.353266
         159        -3.98867        -2.21181       -0.126833        -2.68671
         160    -0.000782784     -0.00802564         0.56252       -0.223822
         161       -0.322069       -0.359547         1.30322          2.7437
         162        -1.42306       -0.792163       -0.125145       -0.995415
         163        -1.62981       -0.218457       -0.938788       -0.164892
         164           1.406         2.27897        -2.36362         -1.5702
         165       -0.282986        -0.47124        -35.7798        -6.84552
         166        -1.88945        -4.71571        -4.92496        -1.78046
         167       -0.443949       -0.801829        0.367065          17.049
         168        0.837673         1.21295         1.05208         -2.4744
         169       -0.804374         8.48885         2.21886       -0.365377
         170        0.997859         1.67451        0.496621         3.78135
         171        0.024627       -0.807801      -0.0778899         25.3049
         172        0.624944       -0.172517        0.953075        -2.34882
         173        0.739933        0.436658       -0.411977        -1.77414
         174        0.110523         -1.0715        -1.61627       0.0647294
         175        0.749394         210.534         39.9942         2.28954
         176         1.24156        0.563404        -6.18471        0.195817
         177         1.64062        -0.24875         2.18826       -0.234573
         178       -0.165023       -0.111508    -0.000677641        0.938888
         179       -0.561958         5.57118         2.82677       -0.147418
         180       -0.928564        -1.70117         5.67695        -1.74099
         181       -0.764901       -0.199955        0.795329       -0.362405
         182        -3.99586        -1.84301        -1.28661        -1.22915
         183         2.24712        0.684666         2.30958         1.63559
         184         1.26824        -1.74078       -0.390999         1.47655
         185         8.09468         3.70529        0.295032        0.700418
         186        0.421384         1.07124        0.145798       -0.253285
         187           5.928       -0.771249         3.17766         3.70618
         188         3.40533         1.74007         2.71312       0.0304849
         189        -2.11721       -0.383603         1.08811         13.2543
         190          4.9865         2.72121        -9.75936       -0.379631
         191         1.76965        -1.54453         3.04595         1.08638
         192        -1.82893        -1.45852        0.274655        0.998602
         193        0.211143          0.5047      -0.0241031         5.85022
         194      -0.0843495        0.884261         1.64239        -1.44554
         195        0.429312        -303.401        -60.5683         30.9289
         196        -359.891        -180.179        -31.8449          -3.763
         197         2.59781         1.40084         1.38483         1.43889
         198         0.47231        0.282082        0.323906        -6.87091
         199       -0.703039        0.287012       -0.983051         4.49298
         200        -1.08598       -0.459372        -0.10497        0.451811
         201         2.80948         1.78404        0.615147         1.33493
         202       -0.638249       -0.222504         0.12269        0.977255
         203        -2.77764        -2.15155        -1.11279        0.800503
         204        -18.1391        -10.1682        -3.66368         -1.2375
         205       -0.663788       -0.623062        0.261996         6.81049
         206        -137.795        -68.9356        -11.7242         13.8159
         207       -0.855202         8.16885         1.31313         0.40309
         208        -4.01731        -1.52192         3.13575       -0.890067
         209       -0.543701        0.050429        0.591362         9.73306
         210       -0.269706        0.980286       -0.300557       -0.637646
         211        0.249427           2.262       -0.651253         -1.8673
         212       -0.562515       -0.529981        0.855546       -0.273363
         213        0.817263       0.0366263        0.293884         1.27455
         214         -39.464        -18.3127        -3.97194        0.203568
         215         1.07832         1.66028        0.962331       -0.895514
         216      -0.0137795        -2.45112       -0.677194        -1.14962
         217        0.377704        0.278276        -1.14795       -0.171412
         218        -1.53402        -2.42715        0.638371        -15.4418
         219       -0.669015        -1.45757        -6.90142        -17.6689
         220         1.06065        0.684156        0.168188         4.82371
         221        -5.05816        -2.88884        -2.97308        -33.1253
         222        0.624399       -0.889074       -0.552055         -3.0869
         223         0.33224        0.547518      -0.0366271       -0.571258
         224       -0.613919        0.471181        0.730075        0.890401
         225        -1.49121       -0.105802        0.552675          1.1754
         226         4.96753         2.63299       -0.412732        0.717702
         227         3.69714        0.999224          -2.549         -1.1014
         228         1.06051        0.123556        0.273142        -0.33462
         229        -11.6417        -5.24927        -4.77977         -1.6533
         230         3.24889         1.79156        -1.19116      -0.0753301
         231       -0.482624         5.27586       0.0916076       -0.572744
         232         3.39313        0.192003         1.35005       0.0229748
         233        -1.89783         3.80521         1.97047       -0.501056
         234        -3.59129        -2.42221        0.081056         1.40556
         235        -2.02259        -4.28954        -3.68832      -0.0831536
         236       -0.115611        -1.40758       -0.610625       -0.654176
         237         3.11071         1.90157         -3.2032        -0.94043
         238       -0.861743       -0.582785       -0.332761          4.0264
         239       -0.623341       -0.689333       -0.535576        0.470977
         240         1.54941         1.13325        0.819069        -1.07047
         241        -0.27429         2.47669         1.31773         10.2315
         242         1.58816         1.22998        -4.59414       -0.127208
         243        -0.50992         1.82361        -1.11032        -0.78048
         244       -0.491019         -1.0514        0.250297       -0.797187
         245       -0.646743      -0.0583652         2.28582        -2.79743
         246         1.95752        0.567324         0.23973        0.849518
         247        0.470346       -0.256414         1.49834       -0.312178
         248         1.28942       -0.277269        -200.325        -20.8969
         249        -1.21747       -0.588464        -2.00847         1.78034
         250       -0.930797         -1.3289         1.00487         1.65371
         251     -0.00311595         1.45654        0.693109        -3.89534
         252        0.749197        0.895573        0.300126        0.332731
         253         1.94642         3.72469         1.07056         1.19854
         254         6.40943        0.982772       -0.152053        -1.21443
         255       0.0178176         2.63811         8.57991        0.885628
         256         3.20121       -0.721278       -0.583661         0.29685
         257        -5.41656        -2.36744        -3.81963        0.558465
         258        -3.33925        -3.13746         1.05446        0.428199
         259         1.66249       -0.755463         35.7649         7.80251
         260        0.883119         1.14531        -1.06076       -0.141868
         261       -0.153183        0.249016        -2.17656       -0.096774
         262         2.82027         1.54377        0.554088       -0.440977
         263      -0.0457714       -0.284471         6.56753         1.29624
         264         10.7288         5.34191        -1.39059        -1.82577
         265         3.46242          1.6962         4.37463        -39.1228
         266        0.607739          1.3688       -0.326047        -1.15258
         267        -4.40804         -3.4404       -0.696467        -41.6066
         268      -0.0672072        -1.67684       -0.759896      -0.0996604
         269         1.05949        -2.48032         1.78782        -9.73721
         270         0.75674         1.72924         1.39427        -2.22796
         271         4.37975         2.25959        -1.02283         -1.5173
         272        -1.82304       -0.801641         1.00253         21.5389
         273         1.77779        0.342225        0.876486         4.49885
         274        0.407971        0.431029         0.42484        -1.36539
         275       -0.698546       0.0774404       0.0880933         1.88489
         276       -0.197581        -2.42132       -0.621307       -0.698873
         277        -1.12847        -0.52168        -2.14707        -2.84657
         278         1.91828        -3.41146       -0.580097       -0.707747
         279      -0.0500883        0.285925        0.162289         2.67972
         280         1.92033        0.745812       0.0470743       -0.215645
         281         4.39529          2.3452       -0.198323        0.133432
         282         2.53982         1.39615        -0.53324        0.507827
         283       -0.351022        0.738933        0.483954         11.7591
         284         2.40693        0.931368        0.752462        -1.36761
         285        -1.97022        -1.66442       0.0187497        0.271941
         286          2.1234         0.47451        0.297426        -9.66236
         287        0.819933        0.931345       -0.168853      -0.0328086
         288        0.682812         1.16044        -0.46371        0.172154
         289        0.351755         1.73431         1.04479      -0.0408276
         290         -1.0304       0.0849281        0.161439        0.996205
         291        -17.5725        -7.08392        -6.92495        0.989074
         292         3.01209         3.18203       -0.519197        0.141865
         293      -0.0871407       -0.991308       -0.577568         39.0503
         294        -8.78101        -4.60479        -4.69688       -0.679235
         295         1.76067        0.410418       -0.245339       -0.384249
         296         4.65026         3.95578         2.23831         1.25435
         297       -0.848847       -0.860838        -2.18848         9.48405
         298       -0.353641       -0.904132      -0.0731778        -2.76879
         299        -0.54238        -0.27272         1.21661        -2.09625
         300        -1.00015          -18.47        -4.03495       -0.306226
         301         0.10127         1.17228        0.254553        0.570813
         302        -7.74757        -4.98519        -1.09802         0.18394
         303      -0.0122656       0.0472555        -1.02398        0.124453
         304          4.3739         6.57051         1.19535        -1.03039
         305       -0.636405        -1.45273         -1.0398        -1.53608
         306       -0.463642       -0.243039         -2.4294         -1.3315
         307        -1.05404        -1.05604       -0.138753        -1.27756
         308         1.60973         1.15079         0.14103      -0.0982505
         309        0.293077        0.511155        -3.00305        -2.13509
         310       0.0579083       -0.212446        -1.34856       -0.215385
         311        0.947117        -35.1806        -6.03954        -4.31681
         312         3.17017         1.10154        0.862626        -1.32457
         313       -0.120044       -0.287059       -0.249997        0.549826
         314        0.100756         1.13151         1.06186       -0.791656
         315        -1.78698        -3.39539       -0.817413       -0.106552
         316         3.19773        -1.72108        -2.37143       0.0649333
         317        -1.03874       -0.629523       -0.532587         6.90647
         318         0.60655         2.79581        -1.30128        0.532155
         319          -19.08        -10.2778       -0.434721         119.283
         320         4.51249          2.4808        -5.54768        -1.21383
         321       -0.095611         10.4602          1.9149        -5.75485
         322        -5.32696        -2.30769        0.259391         2.88741
         323        0.209185        0.545494       -0.916771         1.05209
         324        -2.09264        -2.33913        0.848327       -0.250599
         325        0.624921         1.15466       -0.553148        0.106293
         326         1.68865       -0.266103         1.35879       -0.173935
         327       -0.741173       -0.343455         2.07516        0.200961
         328         -2.0177        -1.11126      -0.0253669        -5.75321
         329        -1.29289       -0.837821        0.410257         -2.5605
         330         1.38975        0.211473        -1.45133         2.47873
         331         16.6239         8.65615        -1.40953       -0.222833
         332        -1.00154       -0.507213        0.296769         6.36916
         333         1.18265        0.240842       -0.882421       -0.159483
         334         8.85935         4.07392        0.541821       -0.285763
         335       -0.661509         2.72475       -0.472617       -0.910085
         336        -1.58354       -0.739081         -1.2454       -0.594386
         337         -5.4596        -4.03576        -3.02578      0.00558985
         338        0.811706       -0.162261       0.0114861          3.7488
         339        0.543736       -0.291543        -2.43232         3.50997
         340       -0.246306       0.0398903        -2.06834        0.108611
         341        -3.77498        -1.72359        0.385054         12.2385
         342        -1.21999        -3.63633       -0.958185        -5.90867
         343         2.64123         1.16528        -1.71788        -5.39548
         344         1.51282        0.884687        -0.78306        -0.40178
         345        0.547168       -0.220052         7.37516        -3.11258
         346        0.926191      -0.0417885        0.208286        -66.6216
         347          1.6245         2.71838       0.0885571          1250.2
         348      -0.0236748        0.196956       -0.684054       -0.889999
         349        0.347166        0.237084       -0.659207        0.679595
         350       -0.369876        0.725415          1.9339        0.631629
         351        -0.54067         84.0581         14.4451         0.13788
         352         2.53074          1.1447        0.119261      -0.0524546
         353        -7.65555        -4.25546        -1.71532       -0.390973
         354        -2.50149        -1.59326        -2.54814      -0.0689534
         355         0.11205       -0.155803        0.637555        -1.93877
         356         1.36874       -0.109402       0.0336801         3.09574
         357       -0.028434        0.860747        0.665277       -0.220138
         358       -0.389831          49.294          10.088         1.71268
         359        -4.71397         -4.4937         3.10276         1.11169
         360       -0.446813        0.169718       -0.837246         5.92651
         361         -4.1656        -2.01852       -0.794807         4.56059
         362       -0.843267        -1.49422         7.37695       -0.628231
         363        -2.15857        -1.38817        -1.02603          2.2687
         364         1.36395        0.827217        -1.65255        0.560786
         365        0.077258         2.72718        -1.24724         1.28334
         366        0.597207       -0.519736       -0.833694       -0.639251
         367        -2.55366        -4.97109        -6.92598         -1.7151
         368         1.07333        0.812135        0.670476          7.0759
         369       -0.768471       -0.773707        0.602547        0.342138
         370        -4.27772        -2.15613        -1.14069        -1.36109
         371       -0.607324         9.50724         2.28278         1.09115
         372       -0.360118          1.4804      -0.0407155        0.803315
         373        0.022143         6.92504         3.98447        -26.2298
         374        0.732822       -0.199218         1.91218        -23.4731
         375         13.1649         2.35662         1.14909        0.202426
         376        0.406105        -8.55592       -0.791795       -0.550631
         377        -6.56954        -3.93057         1.58761          0.1286
         378        0.377269      -0.0591006         1.26586        0.534042
         379         1.40432          1.1098         1.96485       0.0246392
         380         11.4219         5.81808       -0.658941         1.03647
         381       -0.103156         0.27925        0.238179       -0.505026
         382       -0.795115       -0.339432        0.107692        0.797844
         383       -0.444737       -0.466649        0.512565       0.0811605
         384       -0.427622       -0.888575        -1.23751       0.0863067
         385        -6.75861        -3.28224         15.1528         1.43813
         386      0.00979044        -1.23871       0.0318158       -0.606719
         387        0.134091        -6.68166        -1.91402       -0.488876
         388        -1.15618      -0.0769142       -0.314224         2.34607
         389        0.892143        0.389956        0.768774       -0.454944
         390         16.7166         8.77967         18.8368         2.55016
         391        -1.28123       -0.232588         1.16626         1.24989
         392       -0.672545       -0.142662         1.15334        0.065411
         393        -1.34598        0.295584       -0.254665       -0.421132
         394        0.217704        0.379884       -0.290444        0.707764
         395        0.523098         1.02012        0.560618        0.516309
         396        0.425295       0.0670839        -1.23832        -1.74507
         397          1.8995        0.849374        0.720447       -0.465494
         398       -0.229171        0.828524      -0.0834312       -0.614212
         399        0.539987      -0.0254982        0.750562       -0.556762
         400         2.51341        0.251965       -0.407702         3.83207
         401         2.29658        -1.85861          37.483         3.88423
         402        -3.87708        -2.26991         2.77379         2.72449
         403         1.89178         -22.546        -3.12518      -0.0581072
         404        0.620778         10.5224         1.55287        0.169449
         405       -0.532902       -0.121324        0.151124        -1.52024
         406         0.64354         11.8664         3.02044       -0.943479
         407        -1.15554      -0.0915764         4.99085        -4.51032
         408         -2.5933       -0.421029       0.0492977        -2.10762
         409       -0.311493        -0.29235        0.372853         0.85711
         410       -0.201891         1.01064       0.0839888         1.42787
         411      -0.0178087       -0.151204        0.604492        0.255009
         412         2.22352         1.75577         -1.6304        -0.22982
         413       -0.409714         3.59723         1.39019        -6.71894
         414       0.0244229       -0.380473        -1.03634         1.31313
         415        -5.89315        -2.89008        -0.74925        0.786254
         416       -0.421015        0.258184        -1.16523       -0.220263
         417        -3.10379       -0.954262        -1.56049          1.0169
         418       -0.614256       -0.493569        0.259572        0.272773
         419       -0.665877          2.0054         4.09609         2.02915
         420       -0.450534        -1.95493        0.528247        0.156719
         421        -1.57343        0.348087        -3.13496       -0.752414
         422        0.548917        0.126541        0.638071         15.9982
         423        -1.14038      -0.0209542        0.051267        0.455319
         424        -1.13482         4.86014        0.594307         1.11887
         425       -0.139821       -0.104017       -0.191656         1.90524
         426       -0.458814        -3.74051        -4.73262        -2.08867
         427        0.393521        -2.11726      -0.0962443          89.985
         428       -0.182436         0.85647         0.58663        -1.34234
         429        -0.29005       -0.707876       0.0933511         1.41083
         430         -2.2256        -1.25514        -1.92606        -1.40805
         431       -0.998467        -0.94489       0.0278396        0.306613
         432        0.540121         1.86529        -2.15904         3.21884
         433         1.47228         1.40323        -1.23228        -1.49646
         434        -1.22534        0.261057        -2.68186          1.3786
         435        -1.29839       -0.252184       -0.983338       -0.235274
         436        0.327932       -0.830866          -1.306        0.294194
         437       -0.660849         1.19874       -0.240305         2.33427
         438       -0.324526        -1.93044        0.883757       -0.971611
         439        0.205106        0.561356        -1.33638         -1.4881
         440       -0.343608      -0.0532582        -1.21751         3.15301
         441        -0.66284         3.26427        -2.50789       -0.419711
         442        -1.41351        -1.26776      -0.0869696        0.959944
         443         1.66678        0.417737       -0.686831       -0.352343
         444       -0.159919       -0.381054         2.39615        0.826094
         445         1.09334         -1.7583       -0.178979        0.851836
         446        0.339219         0.53386       0.0704578       -0.553997
         447        -1.21185        -0.43821        -8.76025        -9.98354
         448        0.172887       -0.394827         16.8976        0.936982
         449       -0.916801          -0.112        -0.58445       -0.981939
         450       -0.656482        0.297487        0.975484       -0.969792
         451        -1.01058        -2.04145        -1.92938         1.80264
         452       -0.731321        0.107671        0.541459         1.15324
         453        -2.16543       -0.620799        -2.35026       -0.440101
         454         1.03519       -0.350987       -0.181368       0.0704622
         455        0.377192        0.654381        -2.30603       -0.116657
         456       -0.128172       -0.696104      -0.0940038        0.957722
         457         1.25297        0.384162        0.211217         4.61899
         458         1.96353         1.20724         12.6849         9.43884
         459         5.56909         1.86966        -5.16803        -2.19426
         460       -0.054222        -0.54036        -1.00534         0.28262
         461        -6.26651        -3.70625         1.23341         6.57875
         462         2.64873         1.60415         4.63295       -0.515246
         463       -0.501683           2.789        0.166461        -4.21798
         464        0.729142        0.588285         27.3581         3.79396
         465         2.22921         1.24809        -12.0631       -0.168726
         466        -0.48599         3.48842         1.31164        0.693704
         467       -0.445603        -1.59053        -2.41292        -776.922
         468        -0.30563       -0.418737         1.64901         1.95557
         469         5.30449         3.15846        0.979708          0.3605
         470        -1.55878       -0.495615       -0.619273       -0.561833
         471        -1.47315        -1.17057         -2.5508         2.70694
         472       -0.241809        0.368684         0.36399       -0.481855
         473        0.927595        0.491753         30.7754         5.16693
         474        -1.71785        -1.11937        -1.39851         -20.403
         475         1.69146         1.03384       0.0253587         1.15107
         476       -0.640676        -10.1461          -2.865       0.0257189
         477       0.0192203        -4.62504         7.63706       0.0765982
         478        -2.93888        -1.60887       -0.414839        -3.22224
         479        -3.11138        -3.14779        -1.02087        -5.82038
         480         1.91248       -0.406943        0.759339        -11.6642
         481        0.395648        0.344406        0.683459        0.882554
         482       -0.409552        -1.46536        0.137213        0.472864
         483         23.3844         15.8683         3.78708         1.66404
         484         1.58551        0.206356        -2.01654        -1.50888
         485         34.2428         52.7679         9.80978         1.08537
         486      -0.0841328        0.714823     0.000291812        0.547374
         487        -0.26058        -2.66559        -0.78208       -0.904128
         488         35.4358         16.1168          2.2277       -0.963717
         489         1.38705         1.66962        -46.1017        -4.30284
         490       -0.822904       -0.326241        -2.11595        0.331952
         491          3.4777        -4.93365         1.82636        0.326925
         492        -3.55409        -3.21927       -0.499824         3.71295
         493       -0.615726       -0.331718          0.8754         1.54287
         494        0.107477        0.588986        0.814058         1.56811
         495        -2.62228       -0.704572        0.218218        0.513392
         496        0.535702         0.30831        0.402282        -1.80969
         497        -3.70958        -0.91631         6.75314         1.86113
         498       -0.639965        -3.37479        -2.51484         -0.4049
         499         1.25321        0.609313        0.842763        0.460663
         500         1.61378          1.6979       -0.311652         6.63538
         501         -2.6863        -3.64227         1.10315         -4.4747
         502        -231.152        -114.129        -23.4525        -1.82386
         503        -2.05971        -1.26783         6.85691        0.382295
         504        0.360157        0.207466        0.191377        0.392988
         505        0.235856        -2.09445       -0.726853       -0.229303
         506      -0.0908212       -0.574082        -2.14124        -1.11242
         507        -1.51862       -0.896125        -1.50492       -0.581715
         508         5.90189         2.17545          3.4917        0.424593
         509      -0.0520343         1.15259         1.10388        -0.31734
         510        -4.02115        -1.37683       -0.549227         0.74936
         511         3.23801         2.03586       -0.854825        -1.24149
         512        -55.8722         -27.947        -6.10099         1.23492
         513         1.61723          5.3095        0.266397        0.119681
         514        -2.04013         127.603         25.4612         2.53012
         515         8.97272         2.54967        0.541178         2.71274
         516         50.5981         25.7158         5.04678        0.876589
         517         1.15344        0.549561        0.738367        0.487595
         518       -0.162868       0.0179547       0.0222298        -1.85181
         519         1.49131         1.22474        0.443186      -0.0431423
         520        -10.1856        -5.30826        -1.21329         2.57326
         521       -0.598813       -0.373935         3.45217        0.959636
         522        0.102861       -0.100291        -2.71273         11.6465
         523        0.980254       -0.545411        -3.08418      -0.0557743
         524       -0.964916       0.0360326        0.996704         1.44929
         525        -4.02033       -0.525354         1.48456       -0.011276
         526       -0.962546          1.9467       -0.310576       -0.909119
         527         7.13779         2.80392         0.67117        -1.87691
         528         1.20947         3.03417         1.03279        -1.33989
         529       -0.433881        -2.94284       -0.643717       -0.186883
         530       -0.169584        0.142375         1.01114        0.307489
         531        -22.4426        -12.7132       -0.608115        -4345.22
         532        0.463583         1.71838        0.560026       0.0615376
         533        0.510627        0.302855        0.590887         4.45689
         534        -6.85354        -3.08363         7.62898        -1.85348
         535         2.27182         1.02248        0.104295         7.05673
         536       -0.503895       -0.426666        0.112242        -2.51738
         537        -1.23937       -0.527834         1.83167        -16.2394
         538        0.440516        0.770589       -0.320657        -214.435
         539         1.37728        -1.60219       -0.824526        0.220752
         540         -1.0053       -0.799041         1.52625       -0.731625
         541        -2.01577        -1.41894        -1.11641       -0.253561
         542        0.701639        0.496968        0.516499         1.33095
         543       -0.355613        -5.23357        0.184793        0.115488
         544        -1.63105        -2.37022       -0.394442        -12.1134
         545        0.594146       -0.381698        -2.13775        -1.58464
         546        0.177246        0.124999        0.672367        0.618128
         547         18.2096         9.94639         14.6395         4.07394
         548        0.790471        0.932091        -0.22734         1.01444
         549        0.862518        0.675738         4.53686        0.902569
         550       -0.680724       0.0261466        -15.9981        -1.77357
         551        0.498104        -2.19533         -1.5464       -0.952561
         552        0.204496       0.0560887        0.373074           1.015
